,category_0,category_1,category_2,category_3,category_4,category_5,category_6,category_id
3897,Obsahové stránky,Akce,MALL Dny,Domestos,,,,13482782
3898,Obsahové stránky,Akce,MALL Dny,NAREX,,,,13490296
3899,Obsahové stránky,Akce,MALL Dny,Bollé,,,,13575980
3900,Obsahové stránky,Akce,MALL Dny,Leki,,,,13575979
3901,Obsahové stránky,Akce,MALL Dny,"Brother, GETFIT",,,,13575984
3902,Obsahové stránky,Akce,MALL Dny,Olpran,,,,13575978
3903,Obsahové stránky,Akce,MALL Dny,Tecnifibre,,,,13575985
3905,Obsahové stránky,Akce,MALL Dny,Panasonic,,,,13482770
3906,Obsahové stránky,Akce,MALL Dny,Colgate,,,,13482778
3907,Obsahové stránky,Akce,MALL Dny,Sencor,,,,13482769
3908,Obsahové stránky,Akce,MALL Dny,Sony,,,,13482772
3909,Obsahové stránky,Akce,MALL Dny,Victrola,,,,13482768
3910,Obsahové stránky,Akce,MALL Dny,BML,,,,13482767
3912,Obsahové stránky,Akce,MALL Dny,TrueCam,,,,13505209
3913,Obsahové stránky,Akce,MALL Dny,Levenhuk,,,,13505212
3914,Obsahové stránky,Akce,MALL Dny,Samsung,,,,13560519
3915,Obsahové stránky,Akce,MALL Dny,LG,,,,13560520
3917,Domácnost,"Nábytek, matrace",Židle,Barové židle,,,,10282472
3918,"Sport, outdoor","Vodáctví, paddleboarding","Lodě, paddleboardy",Kajaky,,,,10281363
3919,Hudební nástroje,"Bicí, perkuse",Příslušenství pro bicí,Obaly,Měkké obaly,Obaly pro elektrické bicí,,10282534
3920,Hudební nástroje,Kytary,Baskytary,Baskytarové efekty,Multiefekty,,,10282583
3921,Domácnost,"Bytový textil, koberce",Koberce,Běhouny,Jednobarevné běhouny,,,10282767
3922,Hudební nástroje,Kytary,Baskytary,Příslušenství,Struny,5strunné sady,,10282663
3923,Hudební nástroje,"Bicí, perkuse",Příslušenství pro bicí,Hardware,Sedačky,,,10282545
3924,Hudební nástroje,Kytary,Příslušenství pro kytary,Struny,Pro klasickou kytaru,Medium,,10282735
3925,Hudební nástroje,"Bicí, perkuse",Perkuse,Ostatní perkuse,,,,10282518
3926,Domácnost,Kuchyně,Svítidla,Stojací,,,,10272887
3927,Domácnost,Kuchyně,Svítidla,Stolní,,,,10272888
3928,"PC, notebooky a kancelář","PC doplňky, příslušenství",Pevné disky,Příslušenství,Boxy,,,10262030
3929,"PC, notebooky a kancelář","PC doplňky, příslušenství",Média,DVD média,Potisknutelné,,,10276704
3930,Televize a audio,Kabely,USB 3.0,,,,,10275925
3931,Foto,Digitální kamery,Příslušenství,Sady příslušenství,,,,10277364
3932,"PC, notebooky a kancelář",Apple store,"iMac, Mac mini",,,,,10276630
3933,Televize a audio,Kabely,mini HDMI,,,,,10275924
3934,Foto,Digitální kamery,Příslušenství,Univerzální držáky,,,,10277369
3935,Domácí spotřebiče,Elektrické hrnce,Rýžovary,,,,,10276186
3936,Herní zóna,Herní konzole,PlayStation,Konzole PlayStation 4,Hry,,,10257736
3937,Herní zóna,Herní konzole,PlayStation,Konzole PlayStation4,,,,13300
3938,Hobby a zahrada,"Potřeby pro průmysl, obchod",Listovací a plakátové stojany ,,,,,1737591
3939,Bílé zboží,Sporáky,Příslušenství,Přípravky na číštění,,,,10277342
3940,Hobby a zahrada,Pracovní výstroj,Ochranné pracovní pomůcky,Bezpečnostní postroje,Komponenty na slaňování,,,10277172
3941,"PC, notebooky a kancelář","PC doplňky, příslušenství","Brašny, batohy",Brašny,Manažerské brašny,"16""",,10276782
3942,Hobby a zahrada,Zahradní technika,Nůžky na trávu,Ruční nůžky,,,,10276906
3943,"PC, notebooky a kancelář","PC doplňky, příslušenství",Reproduktory,5.1,,,,10276675
3944,"PC, notebooky a kancelář",Tablety,Příslušenství,"Pouzdra, obaly",Lenovo TAB ,,,10277251
3945,Herní zóna,Herní příslušenství,Herní ovladače,Ovladače pro Xbox ONE,,,,10277083
3946,"PC, notebooky a kancelář",Tablety,Podle OS,Windows,,,,10275979
3947,Obsahové stránky,Akce,MALL Dny,Ella's Kitchen,,,,13505267
3948,Bílé zboží,Cestovní chlazení,,,,,,10276211
3949,Televize a audio,Televizory,QLED,,,,,10276627
3950,Hobby a zahrada,Zahradní technika,"Lisy, drtiče ovoce",Lisy,,,,10276522
3951,"PC, notebooky a kancelář","PC doplňky, příslušenství",Média,Profi média,,,,10276705
3952,Domácí spotřebiče,"Mixéry, šlehače, struhadla",Sekáčky,,,,,10275682
3953,Televize a audio,Kabely,Cinch,,,,,10275920
3954,Foto,Stativy,Speciální,,,,,10276205
3955,Hobby a zahrada,Pracovní výstroj,Ochranné pracovní pomůcky,Bezpečnostní postroje,Zařízení pro udržení pracovní polohy,,,10277171
3956,Hobby a zahrada,Zahradní technika,Štípačky na dřevo ,,,,,12135
3957,Foto,Digitální fotoaparáty,Digitální zrcadlovky,Podle značky,Canon,EOS 6D,,10276248
3958,Foto,Objektivy,Objektivy pro bezzrcadlovky,Určen pro značku,Olympus,,,10276178
3959,Hobby a zahrada,Pracovní výstroj,Pracovní oděvy,Gastro oděvy,Gastro zástěry,,,10277158
3960,"PC, notebooky a kancelář",Tablety,Příslušenství,"Pouzdra, obaly",Huawei Mediapad ,,,10277252
3961,Hobby a zahrada,Pracovní výstroj,Pracovní oděvy,Zástěry,,,,10276998
3962,"PC, notebooky a kancelář","PC doplňky, příslušenství",Reproduktory,2.1,,,,10276674
3963,Hudební nástroje,Kytary,Klasické kytary,Kytary 1/2,,,,10282600
3964,Hudební nástroje,"Klávesy, piana",Příslušenství,"Obaly, kufry, povlaky",Měkké obaly,,,10282816
3965,Hudební nástroje,Kytary,Elektrické kytary,,,,,10282592
3966,Zdraví,Zdravotní pomůcky,Zdravotní doplňky,,,,,10282355
3967,Hudební nástroje,Kytary,Baskytary,Příslušenství,Struny,4strunné sady,,10282659
3968,Hudební nástroje,Kytary,Baskytary,Příslušenství,Struny,5strunné sady,Sady strun .045,10282665
3969,Hudební nástroje,Kytary,Klasické kytary,Kytary 4/4,,,,10282602
3970,Hudební nástroje,Kytary,Akustické kytary,Jumbo,,,,10282587
3971,Hudební nástroje,"Bicí, perkuse",Perkuse,Dětské perkuse,"Shakery, chřestidla, tamburíny",,,10282508
3972,Hudební nástroje,Kytary,Elektrické kytary,SG,,,,10282594
3973,Hudební nástroje,Kytary,Akustické kytary,Dreadnought,,,,10282589
3974,Hudební nástroje,Kytary,Příslušenství pro kytary,"Stojany, věšáky, podnožky",Stojany pro více nástrojů,,,10282628
3975,Auto-moto,Moto potřeby,Moto oblečení,Rukavice na motorku,Dětské,,,10282984
3976,"Sport, outdoor","Vodáctví, paddleboarding",Pádla,Kanoistická pádla,,,,10281301
3977,Auto-moto,Auto potřeby,Exteriér,Světla,Mlhová světla,,,10282559
3978,Auto-moto,Auto potřeby,Exteriér,Sněhové řetězy,Osobní automobily,,,10282317
3979,Herní zóna,Herní konzole,Nintendo,Příslušenství pro Nintendo Switch,,,,10277130
3980,Hobby a zahrada,Pracovní výstroj,Pracovní oděvy,Gastro oděvy,Gastro plášte,,,10277157
3981,Hobby a zahrada,Stavební materiál,Spojovací materiál,Šrouby,Metrické,,,10277295
3982,Hobby a zahrada,Pracovní výstroj,Pracovní oděvy,Gastro oděvy,Gastro košile,,,10277155
3983,"PC, notebooky a kancelář","PC doplňky, příslušenství","Kabely, redukce",Redukce,,,,10276684
3984,Televize a audio,Diktafony,8 GB,,,,,10276007
3985,Televize a audio,Auto HiFi,Reproduktory,Průměr 225 mm,,,,10275714
3986,Herní zóna,Herní konzole,PlayStation,PlayStation VR,VR brýle,,,10277118
3987,Domácí spotřebiče,Fritovací hrnce,Horkovzdušné fritézy,,,,,10277337
3988,Herní zóna,Herní příslušenství,Herní ovladače,Ovladače pro PC,,,,10277081
3989,Hobby a zahrada,Zahradní technika,Nůžky na trávu,Akumulátorové nůžky,,,,10276907
3990,"Mobily, navigace",GPS navigace,Sportovní,,,,,10276052
3991,Hobby a zahrada,Stavební materiál,Spojovací materiál,Nýty,Trhací,,,10277285
3992,Foto,"Brašny, pouzdra, batohy",Brašny,Pistolové,,,,10276043
3993,Hobby a zahrada,Nářadí elektrické,Pily,Kmitací pily,,,,10275760
3994,Domácí spotřebiče,Vakuovačky,Příslušenství,Zátky,,,,10277354
3995,Hobby a zahrada,Nářadí elektrické,Pily,Kolébkové pily,,,,35177
3996,"PC, notebooky a kancelář",Notebooky,Příslušenství,Čištění,,,,10275947
3998,Auto-moto,Auto potřeby,Interiér,Potahy,Potah na sedadlo,,,10258090
3999,Auto-moto,Auto potřeby,Interiér,Potahy,Potah na volant,,,10258092
4000,Auto-moto,Auto potřeby,Interiér,Ochranné obaly,Plachty,,,10258093
4001,Auto-moto,Auto potřeby,Interiér,Potahy,Ochranný potah,,,10258091
4002,Auto-moto,Auto potřeby,Vybavení garáže,Speciální nářadí a přípravky,Auto-testery,,,10273001
4003,Pro děti,Hračky,"Auta, vláčky, vrtulníky","Vláčky, mašinky",Vláčkodráhy,,,10208866
4004,Pro děti,Hračky,"Auta, vláčky, vrtulníky","Vláčky, mašinky",Doplňky,,,10208867
4005,Pro děti,Hračky,"Auta, vláčky, vrtulníky","Vláčky, mašinky",Vagóny,,,10257791
4006,Pro děti,Hračky,"Auta, vláčky, vrtulníky","Vláčky, mašinky",Mašinky,,,10257790
4007,Pro děti,Hračky,"Auta, vláčky, vrtulníky","Vláčky, mašinky",Koleje,,,10261791
4008,Pro děti,Hračky,"Auta, vláčky, vrtulníky",Autodráhy,Příslušenství,,,10281804
4009,Televize a audio,Auto HiFi,Reproduktory,Průměr 130 mm,,,,10275712
4010,"PC, notebooky a kancelář","PC doplňky, příslušenství",Média,DVD média,,,,10276701
4011,Herní zóna,Herní konzole,PlayStation,PlayStation VR,,,,10276516
4013,Foto,Paměťové karty,microSDXC,,,,,10276224
4014,Foto,Napájení,Jednorázové baterie,AAA (mikrotužkové),Alkalické,,,10275943
4015,Hudební nástroje,Kytary,Klasické kytary,Kytary 1/4,,,,10282599
4016,"Sport, outdoor",Cyklistika,"Jízdní kola, elektrokola",Trekingová kola,,,,10281280
4017,Hudební nástroje,Kytary,Akustické kytary,Levoruké,,,,10282590
4018,Hudební nástroje,"Bicí, perkuse",Příslušenství pro bicí,Obaly,Měkké obaly,"Obaly na tomy, floortomy","12""",10282531
4019,Hudební nástroje,Kytary,Akustické kytary,Ostatní,,,,10282591
4020,Hudební nástroje,Kytary,Příslušenství pro kytary,Struny,Pro ukulele,Pro barytónové ukulele,,10282646
4021,Auto-moto,Auto potřeby,Exteriér,Světla,Poziční světla,,,10282555
4022,Krása a parfémy,Erotické zboží,Erotické prádlo,Sady,,,,10282845
4023,Hudební nástroje,"Bicí, perkuse",Příslušenství pro bicí,Blány,Blány na perkuse,,,10282542
4024,Auto-moto,Auto potřeby,Exteriér,Světla,Přední světla,,,10282557
4025,Hudební nástroje,Kytary,Baskytary,Příslušenství,"Kufry, obaly",Kufry,,10282647
4026,Obsahové stránky,Akce,MALL Dny,Razer,,,,13490292
4027,Obsahové stránky,Akce,MALL Dny,Rohnson,,,,13497797
4028,Obsahové stránky,Akce,MALL Dny,SPEED-LINK,,,,13497789
4029,Obsahové stránky,Akce,MALL Dny,Philips,,,,13497796
4030,Obsahové stránky,Akce,MALL Dny,Camelbak,,,,13575988
4031,Obsahové stránky,Akce,MALL Dny,HP,,,,13575976
4032,Obsahové stránky,Akce,MALL Dny,Sporten,,,,13575987
4035,"Sport, outdoor",Rybářské potřeby,Vybavení,Podběráky,"Plováky, ostatní doplňky",,,10282279
4036,Hudební nástroje,"Bicí, perkuse",Příslušenství pro bicí,Obaly,Měkké obaly,Obaly na perkuse,,10282527
4037,Hudební nástroje,Kytary,Elektrické kytary,ST modely,,,,10282595
4038,Hudební nástroje,Kytary,Baskytary,Elektrické baskytary,JB modely,,,10282580
4039,Hudební nástroje,Kytary,Příslušenství pro kytary,Metronomy,Digitální,,,10282621
4040,"Mobily, navigace",Apple iPhone,Příslušenství,Kabely,,,,10276380
4041,"PC, notebooky a kancelář","PC doplňky, příslušenství",Média,CD média,CD-R,,,10276699
4042,Hobby a zahrada,Stavební materiál,Spojovací materiál,Matice,Navařovací,,,10277277
4043,Pro děti,Péče o dítě,Dětská výživa,Dětské kaše,Nemléčné,Od ukončeného 4. měsíce,,10276001
4044,Herní zóna,Hry pro PC a konzole,Hry na Nintendo,Hry na Nintendo 3DS,,,,10276303
4045,Hobby a zahrada,Stavby na zahradě,"Domky, altány",Příslušenství,Kotvící sady,,,10277385
4046,Hobby a zahrada,Stavební materiál,Spojovací materiál,Matice,Křídlové,,,10277276
4047,Hobby a zahrada,"Ohřev vody, vytápění",Komíny,Keramické komíny ,,,,10277061
4048,Hobby a zahrada,Zahradní technika,Vertikutátory,Elektrické,,,,10277002
4049,Herní zóna,Hry pro PC a konzole,Hry na Nintendo,,,,,10277057
4050,Hobby a zahrada,Zahradní nábytek,Dětský nábytek,,,,,10276508
4051,Hobby a zahrada,Zahradní nábytek,Příslušenství,Náhradní plátna ,,,,10277395
4052,Foto,"Brašny, pouzdra, batohy",Brašny,Klasické,,,,10276042
4053,Domácí spotřebiče,Mlýnky na maso,Ruční,,,,,10276191
4054,"PC, notebooky a kancelář",Tablety,Příslušenství,"Pouzdra, obaly",iPad,,,10276233
4055,Televize a audio,MP3/MP4 přehrávače,Paměťové MP3/MP4,32 GB,,,,10275727
4056,Foto,Digitální kamery,Příslušenství,"Pouzdra, obaly, kryty",,,,10277363
4057,Domácnost,"Čaj, káva, čokoláda a vína",Mlýnky na kávu,Elektrické mlýnky,,,,10276599
4058,"PC, notebooky a kancelář",Apple store,Příslušenství,iPhone,Nabíječky,,,10276372
4059,Hobby a zahrada,Stavební materiál,Spojovací materiál,Matice,Korunkové nízké,,,10277275
4060,Hobby a zahrada,"Ohřev vody, vytápění",Topidla,Příslušenství,Topné tyče,,,10277382
4061,"PC, konzole, kancelář","Herní konzole, VR",Nintendo Switch,,,,,31762
4062,Herní zóna,Herní konzole,Nintendo,Konzole Nintendo Switch,Hry,,,10276540
4063,Hobby a zahrada,Pracovní výstroj,Ochranné pracovní pomůcky,Bezpečnostní postroje,"Postroje, polovací pásy",,,10277168
4064,"PC, konzole, kancelář","Herní konzole, VR",PlayStation4,,,,,13300
4065,Hobby a zahrada,Pracovní výstroj,Pracovní oděvy,Ponožky,,,,10276994
4066,Hobby a zahrada,Pracovní výstroj,Ochranné pracovní pomůcky,Bezpečnostní postroje,"Tlumiče, zachycovače pádu",,,10277170
4067,"Mobily, navigace",Kancelářské telefony,VoIP telefony,,,,,10275965
4068,Hudební nástroje,"Bicí, perkuse",Příslušenství pro bicí,Obaly,Pevné obaly (case),,,10282537
4069,Hudební nástroje,Kytary,Baskytary,Elektrické baskytary,PB modely,,,10282582
4070,Auto-moto,Auto potřeby,Exteriér,Světla,Couvací světla,,,10282560
4071,Hudební nástroje,"Klávesy, piana",Keyboardy,Bez dynamiky,,,,10282810
4072,Hudební nástroje,Kytary,Baskytary,Příslušenství,"Kufry, obaly",Obaly,,10282651
4073,Hudební nástroje,Kytary,Příslušenství pro kytary,"Stojany, věšáky, podnožky",Stojany typuA,,,10282629
4074,Auto-moto,Moto potřeby,Moto příslušenství,"Baterie, nabíječky pro motorku",Baterie ,,,10283005
4075,Hudební nástroje,"Bicí, perkuse",Příslušenství pro bicí,Hardware,Ostatní hardware pro bicí,,,10282546
4076,Hudební nástroje,"Bicí, perkuse",Příslušenství pro bicí,Obaly,Měkké obaly,"Obaly na tomy, floortomy","13""",10282532
4077,Hudební nástroje,"Bicí, perkuse",Příslušenství pro bicí,Obaly,Pevné obaly (case),Case pro snare bubínek,,10282539
4078,Auto-moto,Auto potřeby,Exteriér,Světla,Světla pro denní svícení,,,10282556
4079,Auto-moto,Moto potřeby,Moto oblečení,Boty na motorku,Dámské,,,10282980
4080,Hudební nástroje,Kytary,Kytarová komba,Tranzistorová komba,,,,10282742
4081,Hudební nástroje,"Bicí, perkuse",Příslušenství pro bicí,Obaly,Měkké obaly,"Obaly na tomy, floortomy","14""",10282533
4082,Hudební nástroje,"Klávesy, piana",Příslušenství,"Obaly, kufry, povlaky","Tašky, batohy, kryty",,,10282817
4083,Foto,"Dalekohledy, mikroskopy",Dalekohledy,Odolné,,,,10281903
4084,Hudební nástroje,Kytary,Kytarové reproboxy a reproduktory,Reproduktory,,,,10282750
4086,Hobby a zahrada,Stavby na zahradě,"Skleníky, pařníky",Příslušenství,Základny a zemní vruty,,,10277392
4087,Hobby a zahrada,"Podlahy, rohože",Vstupní čistící rohože,Kokosové rohože,,,,10276724
4088,Domácnost,"Nábytek, matrace",Stoly,Dětské rostoucí stoly,,,,10277009
4089,Hobby a zahrada,Pracovní výstroj,Pracovní obuv,Vysoká obuv,,,,10276918
4090,"PC, notebooky a kancelář",Tablety,Podle úhlopříčky,7″,,,,1022646
4091,"PC, notebooky a kancelář",Apple store,Příslušenství,Mac,Ostatní příslušenství,,,10276365
4092,Domácí spotřebiče,"Šicí stroje, overlock",Šicí stroje,,,,,10276207
4093,Televize a audio,Televizory,LED TV,Podle úhlopříčky,49“ – 55“ (124 – 139 cm),,,1787902
4094,Hobby a zahrada,Voda v zahradě,Čerpadla,Oběhová čerpadla ,,,,10277102
4095,"PC, notebooky a kancelář","PC doplňky, příslušenství","Brašny, batohy",Pouzdra,Podle uhlopříčky,"10""",,10276797
4096,Televize a audio,MP3/MP4 přehrávače,Paměťové MP3/MP4,4 GB,,,,10275724
4097,Herní zóna,Hry pro PC a konzole,Hry na Nintendo,Hry na Nintendo Wii,,,,10275846
4098,Televize a audio,Televizory,LED TV,Podle úhlopříčky,Větší než 65“ (nad 164 cm),,,1787930
4099,Herní zóna,Herní konzole,PlayStation,PlayStation VR,Příslušenství pro Playstation VR,,,10276518
4100,Hobby a zahrada,Zahradní technika,Sekačky,Rotační benzínové sekačky,Bez pojezdu,,,10276581
4101,"PC, notebooky a kancelář","Software, digitální licence",Antivirové programy,,,,,10275735
4102,"Sport, outdoor",Rybářské potřeby,"Čluny, vybavení",Motory,,,,10282695
4103,Auto-moto,Moto potřeby,Moto oblečení,Moto mikiny,Pánské,,,10282988
4104,Hudební nástroje,"Bicí, perkuse",Elektronické bicí,"Komba, monitoring",,,,10282495
4105,Hudební nástroje,Kytary,Příslušenství pro kytary,Popruhy a zámky,Nylon/textil,,,10282623
4106,Hudební nástroje,"Bicí, perkuse",Perkuse,Djembe,"10""",,,10282511
4107,"Sport, outdoor",Bojové sporty,Jiu Jitsu,Jiu Jitsu kimona,,,,10282682
4108,Hudební nástroje,Kytary,Akustické kytary,,,,,10282585
4109,Hudební nástroje,Kytary,Kytarová komba,Modelingová komba,,,,10282744
4110,Zdraví,Zdravotní pomůcky,Teploměry,Pro dospělé,,,,10282354
4111,Hudební nástroje,"Bicí, perkuse",Perkuse,"Tamburíny, rolničky",,,,10282521
4112,Hudební nástroje,"Flétny, harmoniky",Flétny,Zobcové flétny,,,,10281755
4113,Hudební nástroje,"Bicí, perkuse",Příslušenství pro bicí,Paličky,Ostatní paličky,,,10282550
4114,Hudební nástroje,Kytary,Akustické kytary,Dětské,,,,10282588
4115,Bílé zboží,Sušičky,Příslušenství,Mezikusy k sušičkám,,,,10277358
4116,Hobby a zahrada,Pracovní výstroj,Pracovní oděvy,Čepice,,,,10276989
4117,Bílé zboží,Chladničky,Příslušenství,Doplňky k autochladničkám,,,,10277339
4118,Domácí spotřebiče,"Espressa, kávovary",Kávovary,,,,,10275677
4119,"PC, notebooky a kancelář","PC doplňky, příslušenství",Pevné disky,Příslušenství,Pouzdra,,,10276713
4120,"Mobily, navigace",Apple iPhone,Příslušenství,Fólie,,,,10276331
4121,Hobby a zahrada,"Ohřev vody, vytápění","Bojlery, ohřívače vody",Průtokové ohřívače,,,,10277054
4122,"Mobily, navigace",GPS navigace,Motocyklové,,,,,10275901
4123,Hobby a zahrada,Pracovní výstroj,Pracovní oděvy,Reflexní,,,,10277160
4124,Bílé zboží,"Vinotéky, vitríny",Vitríny,,,,,10276036
4125,Domácí spotřebiče,Elektrické vařiče,Sklokeramické,,,,,10276322
4126,Foto,Digitální kamery,360° kamery,,,,,10276473
4127,Herní zóna,Hry pro PC a konzole,Hry na Nintendo,Hry na Nintendo WiiU,,,,10276261
4128,Hobby a zahrada,Pracovní výstroj,Speciální pracovní oděvy,Pracovní nehořlavé oděvy,,,,10277166
4129,Herní zóna,Herní konzole,PlayStation,Ostatní příslušenství,,,,10277134
4130,"PC, notebooky a kancelář","PC doplňky, příslušenství",Reproduktory,Přenosné reproduktory,,,,10276676
4131,Herní zóna,Herní konzole,Nintendo,Konzole Nintendo 3DS,Hry,,,10276301
4132,Bílé zboží,Digestoře,Příslušenství,Filtry Mora,,,,10277359
4133,Herní zóna,Herní příslušenství,Herní ovladače,Ovladače pro Nintendo Switch,,,,10277084
4135,"PC, notebooky a kancelář",Notebooky,Podle úhlopříčky,17″ notebooky,,,,10268352
4137,Domácnost,Kuchyně,"Filtrační konvice, filtry",Vodní filtry,,,,10276223
4138,Hobby a zahrada,Stavební materiál,Spojovací materiál,Matice,S límcem,,,10277281
4139,Krása a parfémy,Holení a depilace,Depilátory,,,,,10276111
4140,Foto,"Brašny, pouzdra, batohy",Pouzdra,Nylonová,,,,10276047
